Clase,NombreImagen,MomentosHu,MomentosZernike
star,2004.png,"[ 2.09548474e-01  3.27385826e-05  6.89013887e-07  3.06131450e-09
 -1.29940351e-16  1.52637725e-11  5.36936527e-17]","[0.31830989 0.01231129 0.30759934 0.32347654 0.01805108 0.01044427
 0.29146015 0.32676358 0.32233822 0.01539579 0.0318738  0.00631889
 0.29688288 0.31146309 0.3311039  0.32043685 0.02717788 0.01582348
 0.04196078 0.00247522 0.29933612 0.30529237 0.32220914 0.33101933
 0.31855155]"
star,1041.png,"[ 3.47813987e+01  4.09639776e+01  2.57886511e+03  3.48126095e+03
 -6.57434143e+06  1.09889751e+04  8.09817302e+06]","[0.31830989 0.04578407 0.30093974 0.32680893 0.009996   0.05807503
 0.30956885 0.3091609  0.33090101 0.01927478 0.02348327 0.06510379
 0.31020414 0.30818058 0.31512922 0.33307487 0.00988862 0.03195854
 0.03018591 0.07014861 0.3140967  0.30466919 0.31219532 0.31862586
 0.33429134]"
star,1140.png,"[ 1.97491255e+01  7.14896329e+02  1.24245981e+05  3.61244289e+03
  6.77335885e+07 -9.49540417e+04  3.56271966e+07]","[0.31830989 0.01765173 0.31872981 0.3179069  0.03471214 0.01224953
 0.32483271 0.31377566 0.31861956 0.00708758 0.04166416 0.00725078
 0.32399525 0.31704066 0.31329217 0.31905883 0.02576768 0.01344924
 0.04386333 0.00535664 0.31826654 0.32227755 0.31205009 0.31405308
 0.31910721]"
star,1046.png,"[ 2.10241247e-01  1.12372926e-06  2.98853666e-05  4.35467732e-06
  3.64881802e-11  2.14531422e-10 -3.37121171e-11]","[0.31830989 0.02606393 0.35246145 0.30104151 0.03112118 0.02444529
 0.34838803 0.32615875 0.29445962 0.00517621 0.04285663 0.02086266
 0.34519442 0.33450167 0.31340333 0.29088868 0.03319244 0.00781288
 0.05020749 0.0168686  0.34055602 0.3396636  0.32208168 0.30614406
 0.28845684]"
star,2871.png,"[ 3.15296551e+01  5.84491073e+01  3.84991219e+03  6.82758746e+02
  3.40593014e+05 -5.07728287e+03 -1.05324508e+06]","[0.31830989 0.03827788 0.30684223 0.32385567 0.00940154 0.04838483
 0.31038671 0.31352297 0.32611871 0.02450199 0.01648607 0.05494464
 0.30963455 0.31250592 0.31693335 0.32719769 0.01143089 0.03413517
 0.01943006 0.06013177 0.31180161 0.30924037 0.31529593 0.31863866
 0.3276841 ]"
star,1299.png,"[2.09840328e-01 2.96877809e-05 1.25631376e-05 1.38369417e-06
 2.19171977e-12 6.26209953e-09 5.33657724e-12]","[0.31830989 0.02798783 0.32276835 0.31589227 0.04258202 0.02316692
 0.31026895 0.32685482 0.31284387 0.01079633 0.05119533 0.01771227
 0.3104295  0.32109433 0.32469519 0.31044464 0.0304056  0.02057725
 0.05391294 0.01293705 0.31174889 0.31669443 0.32406785 0.32160033
 0.30851132]"
star,1698.png,"[ 2.09602980e-01  1.20735368e-04  4.08181814e-06  1.12072376e-06
  1.57195175e-12 -5.24798698e-09 -1.80962783e-12]","[0.31830989 0.03264089 0.34150758 0.30652309 0.04815641 0.02750297
 0.33321777 0.32716243 0.30106434 0.01057237 0.059299   0.02125376
 0.33159008 0.32951178 0.31837959 0.2977697  0.04226623 0.01755207
 0.06476169 0.01534247 0.32961873 0.33061996 0.32341137 0.31251475
 0.29540865]"
star,1324.png,"[-2.24190524e+04  4.55661429e+08  4.01211551e+13  4.19252135e+13
  1.71331348e+27 -8.94678939e+17 -1.45610959e+26]","[0.31830989 0.03263693 0.31637801 0.31908996 0.01135934 0.0400929
 0.31205886 0.32035553 0.31846063 0.01066493 0.02367157 0.0434917
 0.31300311 0.31652061 0.32083486 0.31762656 0.01781283 0.01423842
 0.03197892 0.04520441 0.31002731 0.31722577 0.31727651 0.32061666
 0.31668976]"
star,1481.png,"[2.10293285e-01 2.20928252e-05 1.22288254e-06 3.18517786e-07
 1.89099390e-13 2.33260549e-10 6.13073266e-14]","[0.31830989 0.02920164 0.31944196 0.31755557 0.03417672 0.02757501
 0.30495583 0.32762734 0.31472828 0.01473458 0.04143298 0.02488226
 0.30691741 0.31869597 0.327047   0.31224825 0.0189483  0.02646607
 0.04273828 0.02247646 0.30706997 0.31498346 0.32336356 0.32472247
 0.31014595]"
star,1882.png,"[ 2.07412214e-01  3.80406189e-05  1.59175408e-05  1.18418245e-06
 -3.65819596e-12 -6.78144990e-09 -3.61243857e-12]","[0.31830989 0.02673645 0.31042202 0.32206489 0.00459625 0.03413917
 0.29466477 0.32697738 0.32052056 0.02238677 0.00692296 0.03960569
 0.29526123 0.3161892  0.32894437 0.31867682 0.01322318 0.03531197
 0.00519648 0.04457915 0.30520505 0.30257248 0.32769874 0.32675239
 0.31710521]"
star,3345.png,"[ 2.10983528e-01  6.32882302e-05  2.84378776e-05  3.30880379e-06
 -1.51372515e-12 -2.62787661e-08  3.20605954e-11]","[0.31830989 0.0062274  0.29744094 0.32855636 0.00497202 0.00995898
 0.2936805  0.31682525 0.33116943 0.02139545 0.01255853 0.01445422
 0.29681305 0.30689615 0.32428338 0.33186772 0.02104519 0.02874235
 0.02031238 0.01940079 0.2987206  0.3021966  0.3159538  0.32739979
 0.33184814]"
star,1226.png,"[ 2.10817030e-01  4.46490191e-04  9.61279180e-06  3.76628549e-06
  1.40122627e-11 -7.95055946e-08  1.78105080e-11]","[0.31830989 0.0280151  0.32352839 0.31551216 0.04046649 0.02389776
 0.31172509 0.32651673 0.31245339 0.01378253 0.0475837  0.01927127
 0.3118914  0.3212883  0.32413015 0.31008334 0.02666107 0.02407901
 0.04908019 0.01527359 0.31300232 0.317342   0.32370925 0.32101496
 0.30817792]"
star,495.png,"[ 2.08345357e-01  2.06428430e-04  1.31818694e-05  5.27667768e-07
 -1.32385362e-12  7.58018481e-09 -4.29063296e-13]","[0.31830989 0.02299837 0.31388247 0.32033494 0.01976624 0.0240934
 0.29635594 0.32873126 0.31792243 0.00696482 0.02783584 0.02337408
 0.30131332 0.31464982 0.33079557 0.31534265 0.01083721 0.01581594
 0.03089079 0.02234232 0.30302894 0.30934219 0.32345982 0.32938934
 0.3130334 ]"
star,1884.png,"[ 2.08433492e-01  4.24019506e-05  8.29906362e-06  4.63287667e-07
 -6.98024853e-13  3.01504384e-09 -5.81380496e-13]","[0.31830989 0.02414737 0.30613862 0.32420682 0.00089223 0.03223109
 0.29240514 0.32491772 0.32371126 0.01734286 0.00372674 0.03799547
 0.29454191 0.31291926 0.3288415  0.32241271 0.01367943 0.02841415
 0.00366783 0.04300028 0.30128477 0.30245182 0.32421836 0.32831975
 0.32110636]"
star,2571.png,"[-2.47217799e+00  1.25827128e+01  1.96068895e+02  3.43656449e+02
  8.86491015e+04 -1.21828438e+03  9.94678091e+03]","[0.31830989 0.0472732  0.29873496 0.32790947 0.00540412 0.06206506
 0.31308609 0.30497502 0.33331981 0.02725226 0.01456766 0.07178257
 0.30882241 0.30996903 0.31040501 0.33667777 0.01555866 0.04337598
 0.01796013 0.07961333 0.31781149 0.30164203 0.31359366 0.31368628
 0.33895159]"
star,2352.png,"[1.52820922e-01 2.87064228e-04 3.60716132e-05 1.06808468e-04
 6.62178451e-09 8.20067781e-07 3.23066782e-10]","[0.31830989 0.04218838 0.32067414 0.31693882 0.02569557 0.04769559
 0.30971271 0.32548204 0.31449181 0.03677328 0.02845422 0.05155387
 0.30374707 0.32456298 0.32223381 0.31277038 0.0062442  0.05768865
 0.02397965 0.05550558 0.31287298 0.31160521 0.32926792 0.3178345
 0.31158658]"
star,2027.png,"[ 2.10343635e-01  2.70494800e-04  2.83398379e-05  2.14834903e-07
 -3.07935472e-13  3.22225464e-10  4.31485045e-13]","[0.31830989 0.0296307  0.33458532 0.30998278 0.03772568 0.02695985
 0.32530066 0.32667229 0.30550558 0.02445034 0.04032795 0.02435348
 0.32336605 0.32702806 0.32006365 0.30266039 0.02529055 0.03243456
 0.03940554 0.02232302 0.31948717 0.32835854 0.32259884 0.31549396
 0.30052385]"
star,2789.png,"[ 3.69360776e+01  1.18748505e+01  1.79891968e+03  5.72667284e+03
 -1.63511025e+07 -1.73676878e+04  8.39568533e+06]","[0.31830989 0.00592506 0.35616955 0.29919034 0.00387976 0.00918371
 0.36446242 0.31853682 0.29405831 0.00910028 0.00546696 0.01209825
 0.36037406 0.33465482 0.30471009 0.29187785 0.00968151 0.01258209
 0.00757422 0.01488436 0.35877382 0.34080781 0.31796334 0.29794598
 0.29060316]"
star,625.png,"[ 2.07443767e-01  2.21365091e-05  1.14183665e-05  3.70212577e-06
 -9.79262633e-12 -4.76958148e-09  2.19880979e-11]","[0.31830989 0.01893917 0.30624185 0.32415575 0.00998696 0.02856154
 0.29515218 0.32317321 0.3240851  0.01384674 0.00754968 0.03572343
 0.29628668 0.31327261 0.32685459 0.32318188 0.02007997 0.02285956
 0.00815646 0.04189919 0.30360704 0.30265822 0.32364517 0.32644036
 0.32220853]"
star,1451.png,"[ 2.09240874e-01  5.78337011e-05  5.73285566e-05  4.45656646e-07
 -1.45823444e-12 -3.35082089e-09 -1.71691757e-12]","[0.31830989 0.03518219 0.32935249 0.31260076 0.02819663 0.03752293
 0.32140779 0.32491392 0.30921811 0.03548296 0.02807721 0.03943162
 0.31545416 0.32765369 0.31888952 0.3071865  0.0049667  0.05017594
 0.02332621 0.0417595  0.317845   0.3220346  0.32593199 0.3140873
 0.30578876]"
star,2149.png,"[ 2.08488581e-01  3.97138383e-04  1.20299149e-05  8.30778038e-07
  3.31721782e-13  5.98656050e-10 -2.60535440e-12]","[0.31830989 0.01468192 0.30778787 0.32338236 0.00504316 0.01791085
 0.28994425 0.32793196 0.32192829 0.00289244 0.01101786 0.01929841
 0.29551147 0.31171953 0.33219466 0.31977677 0.00181271 0.00803054
 0.01391045 0.02007132 0.29720616 0.30578702 0.32270339 0.33195833
 0.31769167]"
star,3579.png,"[ 2.06536286e-01  7.98759928e-05  1.77600924e-05  6.99314104e-07
  5.40767662e-13  2.48266865e-10 -2.40445267e-12]","[0.31830989 0.03102988 0.33710213 0.30872543 0.02816169 0.03201021
 0.33116876 0.32485797 0.30439102 0.03663086 0.02541378 0.03337083
 0.32700157 0.32918882 0.31686144 0.30189861 0.01174998 0.04566563
 0.02056613 0.03525801 0.32466598 0.32961592 0.3229134  0.31174699
 0.30014062]"
star,181.png,"[ 2.08468360e-01  6.43785302e-05  1.48464034e-05  3.19364701e-06
  1.21954396e-11  1.28226462e-08 -1.82993569e-11]","[0.31830989 0.02148713 0.31597987 0.31928608 0.02815787 0.01929023
 0.29884103 0.32882034 0.31658995 0.00957559 0.03412603 0.01639286
 0.30281984 0.31618852 0.32990556 0.31393828 0.01758514 0.0178778
 0.03559799 0.01378593 0.30457326 0.31083914 0.32397543 0.32800322
 0.31162956]"
star,3507.png,"[ 3.67399003e+01  3.09063959e+01  2.07841942e+03  3.77923142e+03
  4.97264637e+05 -1.95841034e+04 -1.05801709e+07]","[0.31830989 0.01507224 0.32139559 0.31657635 0.00820255 0.01759107
 0.32404617 0.31652465 0.31627443 0.02470779 0.02745948 0.01574927
 0.32844407 0.31480725 0.31661181 0.31577787 0.02226998 0.02474535
 0.04187063 0.0122584  0.32571921 0.31916918 0.31264612 0.31694288
 0.31506674]"
star,3158.png,"[ 2.09329556e-01  1.87785137e-05  2.17803501e-05  2.10757442e-06
  4.25365172e-12 -8.42208438e-09 -1.36310216e-11]","[0.31830989 0.04012783 0.32620376 0.3141744  0.02906794 0.04382222
 0.31655087 0.32552866 0.31102808 0.03783785 0.03024507 0.0465467
 0.30991953 0.32713929 0.32028749 0.30905968 0.00368874 0.05493131
 0.02572899 0.04953157 0.31622733 0.31724673 0.32837202 0.31526911
 0.30774095]"
star,1081.png,"[3.69766593e+01 3.19846353e+01 1.71848569e+02 2.17345822e+03
 1.24084966e+06 9.59620779e+03 4.74028828e+05]","[0.31830989 0.02952368 0.31842756 0.31806221 0.03087069 0.02908394
 0.30645516 0.32578235 0.31582076 0.01900671 0.03611719 0.02770647
 0.30758619 0.31847606 0.32537558 0.31379721 0.01126022 0.03278399
 0.03534058 0.02666933 0.31024602 0.31295902 0.32342409 0.32314845
 0.31207871]"
star,3220.png,"[ 3.58545210e+01  1.72415605e+02  2.03224259e+03  1.51631703e+03
  1.00325342e+06 -1.53877890e+04  2.46547684e+06]","[0.31830989 0.04102397 0.33371727 0.31042116 0.00462765 0.05504275
 0.33001723 0.32282127 0.30702222 0.00790754 0.02245733 0.06174737
 0.32715157 0.32645932 0.31642877 0.30503977 0.01045898 0.013786
 0.03499225 0.06568599 0.32447068 0.32783582 0.32072974 0.31248801
 0.3035778 ]"
star,3729.png,"[2.08961947e-01 1.91251418e-04 4.93163062e-08 1.41130307e-06
 2.63059515e-13 1.79771221e-08 2.63491615e-13]","[0.31830989 0.02380246 0.32009038 0.31723084 0.03443547 0.02028827
 0.30146957 0.33049114 0.31360494 0.00563616 0.04356535 0.01572446
 0.30340678 0.31967403 0.32954568 0.3105193  0.02669797 0.0132466
 0.04748224 0.01141805 0.3067249  0.31240598 0.32676783 0.32618183
 0.30801618]"
star,1707.png,"[ 2.11077206e-01  1.00461337e-04  7.86551940e-06  1.51932140e-06
 -4.14963809e-12  1.17372752e-08 -3.21958360e-12]","[0.31830989 0.03524436 0.34729058 0.30363069 0.02209442 0.03963849
 0.34725671 0.32261727 0.29858524 0.03482788 0.02235532 0.04309767
 0.33975545 0.33493179 0.31043297 0.29620014 0.00361719 0.04892163
 0.01821797 0.04665185 0.3392266  0.33549181 0.32336964 0.30349496
 0.29476513]"
star,3133.png,"[ 2.57004575e+01  5.80272612e+01  6.22818156e+02  3.79095950e+02
  1.04060106e+05 -1.19989648e+03  1.51998141e+05]","[0.31830989 0.00392767 0.28430169 0.33512581 0.00508904 0.00580992
 0.28745803 0.31003906 0.34106593 0.00977502 0.00630871 0.00764512
 0.285068   0.30444723 0.32043943 0.3440305  0.01134984 0.01115147
 0.00758233 0.00944854 0.28235463 0.30136064 0.31211428 0.32649232
 0.34560836]"
star,1837.png,"[ 2.08217508e-01  1.02835233e-04  1.28990278e-05  1.79557319e-07
  1.40044381e-13 -1.34201968e-09 -2.34650885e-13]","[0.31830989 0.03454401 0.34520676 0.30467243 0.0253038  0.0376411
 0.34407414 0.32300245 0.29979057 0.03696399 0.02415616 0.04035546
 0.33870872 0.33264625 0.31211442 0.29732555 0.0085216  0.04756245
 0.02007488 0.04327346 0.33829898 0.33339568 0.32269025 0.30574556
 0.29574958]"
star,3423.png,"[ 2.11352860e-01  3.98010026e-05  3.29398516e-06  4.05873861e-06
 -8.83390268e-12 -2.38683163e-08 -1.19248270e-11]","[0.31830989 0.00954875 0.30135888 0.326597   0.00615237 0.01072906
 0.29221298 0.32106542 0.32766109 0.00834863 0.01506895 0.00993026
 0.29742918 0.30785894 0.32765979 0.32721506 0.01471208 0.00979797
 0.02212205 0.00831191 0.2943835  0.30703991 0.31600572 0.33024574
 0.32626398]"
star,706.png,"[ 2.59081417e+01  2.57264517e+01  2.00501685e+03  9.15138367e+02
 -6.18087641e+05  1.95058240e+01  1.07453690e+06]","[0.31830989 0.00365706 0.26730063 0.34362022 0.0129203  0.00890724
 0.27104844 0.30680299 0.35247615 0.0165843  0.01893505 0.01440805
 0.27042096 0.29593307 0.32339988 0.35682202 0.02542255 0.02204709
 0.0249053  0.020002   0.27082844 0.28894361 0.3104554  0.33255186
 0.35920445]"
star,1255.png,"[ 2.11838028e-01  5.69352992e-04  1.12461454e-05  1.93078546e-06
 -3.34982259e-12 -2.78836576e-08 -8.35024667e-12]","[0.31830989 0.0320745  0.31296635 0.32079333 0.02489131 0.03448482
 0.30038178 0.32528438 0.31935797 0.02096129 0.03047122 0.03531705
 0.30372512 0.31465408 0.3273381  0.31759437 0.00485151 0.03585162
 0.02979614 0.03614797 0.30610595 0.30936236 0.32197384 0.3264217
 0.31593774]"
star,2912.png,"[ 2.10783332e-01  2.44899668e-04  1.74659839e-05  2.79529944e-06
 -1.75145969e-11 -4.33115119e-08  8.64432891e-12]","[0.31830989 0.02275224 0.30298511 0.3257833  0.01652034 0.02486718
 0.29224218 0.32239869 0.3263102  0.00533514 0.02535973 0.02483005
 0.29963003 0.30717048 0.32904618 0.32540821 0.00817565 0.0143644
 0.02897769 0.02432806 0.2959429  0.3075218  0.31561895 0.33154663
 0.32406999]"
star,1015.png,"[ 8.96438775e+00  4.13055411e+03  6.90561582e+05  1.57156091e+05
  5.16981999e+10 -1.00852798e+07 -2.77024795e+09]","[0.31830989 0.02796418 0.30613792 0.32421212 0.04021485 0.02385918
 0.31871492 0.3073837  0.32811506 0.05215943 0.0280722  0.02299701
 0.31921691 0.30975044 0.31173715 0.3304174  0.00412152 0.07268764
 0.01204806 0.02454749 0.31669959 0.31302212 0.30823831 0.31555212
 0.33172442]"
star,1146.png,"[ 2.12908825e-01  3.49726479e-04  1.64248329e-05  1.36650902e-06
  3.36820337e-12  1.99916015e-08 -5.52876240e-12]","[0.31830989 0.02692205 0.30585828 0.32434724 0.02583569 0.02731805
 0.29462767 0.32320137 0.3243174  0.00445398 0.03718767 0.02541776
 0.30040976 0.30964933 0.32839597 0.32319705 0.01843806 0.01349494
 0.04250753 0.02310994 0.29806063 0.30853831 0.31748527 0.32989382
 0.32179684]"
star,2308.png,"[ 2.11852593e-01  3.24454460e-06  9.44393451e-07  4.89564040e-07
 -1.87095154e-13 -8.28154383e-10 -2.75328989e-13]","[0.31830989 0.0285356  0.34831772 0.30311451 0.03681174 0.02584209
 0.34383034 0.32575059 0.29715269 0.00636813 0.04871191 0.02138733
 0.34155743 0.33216957 0.31463553 0.29382426 0.03663431 0.01046437
 0.05572622 0.01673991 0.33531498 0.33833286 0.3207847  0.30841162
 0.29147446]"
star,2976.png,"[ 2.12143249e-01  4.23673015e-04  1.95487669e-06  1.01803866e-06
 -1.09749050e-12  7.86177998e-12  9.26337494e-13]","[0.31830989 0.036092   0.33141275 0.31157042 0.02945503 0.03832753
 0.32463829 0.32447572 0.30804001 0.03850619 0.02831301 0.04036524
 0.31825828 0.32863234 0.31767825 0.3060142  0.00764497 0.05188634
 0.02328    0.0428532  0.31830722 0.32529841 0.32482853 0.31285442
 0.30462411]"
star,436.png,"[ 2.07581833e-01  3.65317210e-05  2.24480564e-05  8.06606676e-07
  3.01366834e-12 -2.64550187e-09 -1.64265503e-12]","[0.31830989 0.02855267 0.3268239  0.31386448 0.03617321 0.02605327
 0.31301065 0.32840433 0.30992331 0.01848863 0.04124016 0.02310995
 0.31196121 0.32390416 0.32448923 0.30707441 0.02495487 0.02678401
 0.04204622 0.02057211 0.30951231 0.32222121 0.32422151 0.32071425
 0.30483408]"
star,355.png,"[ 3.32164658e+01  4.96269702e+01  2.13443523e+02  1.75523153e+03
 -5.26850507e+05 -9.99706506e+03 -9.36291744e+05]","[0.31830989 0.05072766 0.28892193 0.3328092  0.02360302 0.05991546
 0.30075294 0.30500414 0.33942294 0.0329908  0.03285562 0.06542357
 0.30347902 0.30103538 0.31569578 0.34289622 0.00967436 0.05094845
 0.03435591 0.06994515 0.30976021 0.29567761 0.30925134 0.32186384
 0.34490037]"
star,70.png,"[ 2.08529153e-01  7.92506164e-05  3.09811678e-05  6.03772201e-07
 -1.64581907e-12 -4.06434943e-09  2.02736864e-12]","[0.31830989 0.03159489 0.32832774 0.31311312 0.02441248 0.03400914
 0.31698749 0.32700698 0.30933495 0.03784092 0.02136831 0.03657051
 0.31135858 0.32755104 0.32130593 0.30691992 0.00351443 0.05007388
 0.01543225 0.03964428 0.31423789 0.32063295 0.32755563 0.31623603
 0.30522035]"
star,2586.png,"[-1.68476138e+02  1.13434784e+04  4.82749866e+06  1.52581526e+07
  1.30772635e+14 -1.62507999e+09  6.86239807e+12]","[0.31830989 0.06016645 0.30107727 0.32674267 0.04962899 0.06372824
 0.32144413 0.30134743 0.33278842 0.06870796 0.04542795 0.06748193
 0.3201064  0.30772594 0.30709306 0.33664628 0.00635212 0.09457436
 0.03415582 0.07238346 0.3306557  0.30121388 0.30998534 0.31107522
 0.33929636]"
star,2894.png,"[ 2.11926786e-01  1.31176233e-04  1.65125477e-05  8.77129135e-06
 -4.27953065e-11 -9.18386682e-08  9.64967750e-11]","[0.31830989 0.0081867  0.30164623 0.32645293 0.00517107 0.00929992
 0.29344246 0.32048432 0.32762554 0.01456227 0.01647509 0.00802763
 0.29769425 0.30854239 0.32672569 0.32732788 0.01591715 0.01638372
 0.02541494 0.00591414 0.29735925 0.3054562  0.31712862 0.32891643
 0.32655488]"
star,1693.png,"[ 2.08290934e-01  6.36080486e-06  1.79171355e-05  3.72459775e-06
  2.42337453e-11 -9.39064730e-09  1.83984585e-11]","[0.31830989 0.03207353 0.33748516 0.30853399 0.03847939 0.02995552
 0.33066497 0.32551336 0.30398799 0.02442508 0.04230828 0.02753013
 0.32791257 0.32843698 0.317782   0.30127566 0.0255652  0.0332945
 0.04201255 0.02554526 0.32328703 0.33107729 0.32177422 0.31296885
 0.29928877]"
star,1239.png,"[ 2.12934054e-01  7.67395132e-04  4.51652669e-06  3.51148616e-06
 -4.48376669e-12 -9.15066080e-08 -1.32459308e-11]","[0.31830989 0.03248557 0.31268158 0.32093544 0.0201843  0.03659647
 0.30151961 0.32428805 0.31978401 0.02813832 0.02239231 0.03945431
 0.30313196 0.31559474 0.32596593 0.31831865 0.00527378 0.04485646
 0.01881425 0.04242786 0.31010188 0.30628008 0.3239325  0.32448489
 0.31699208]"
star,187.png,"[ 2.10562451e-01  7.54807185e-05  1.57705247e-05  7.22978197e-07
  2.42727507e-12 -2.72646165e-10 -2.60766750e-13]","[0.31830989 0.02023845 0.31360381 0.32047396 0.03007827 0.01699239
 0.29670414 0.32826602 0.31821195 0.00369009 0.03839476 0.01282126
 0.30163586 0.31444783 0.33043426 0.31574008 0.02276478 0.01075248
 0.04191437 0.00895723 0.30394913 0.30878181 0.32336765 0.32908742
 0.31351784]"
star,3508.png,"[ 2.11904878e-01  2.71594714e-06  4.54534710e-05  4.01234908e-07
  4.64457977e-13  3.96057222e-10 -1.64934139e-12]","[0.31830989 0.03948825 0.30778245 0.32338635 0.01564623 0.04744073
 0.29895479 0.32192311 0.32343805 0.03172747 0.01959252 0.05301012
 0.29709548 0.31578398 0.32427165 0.32286059 0.01339215 0.05212024
 0.01636899 0.05824582 0.30930034 0.30087504 0.32611939 0.32283446
 0.32230143]"
star,2131.png,"[ 2.08065806e-01  8.95937422e-05  1.01125437e-05  4.17206231e-07
  4.25327360e-13  3.31992737e-09 -7.43950934e-13]","[0.31830989 0.0327505  0.34328422 0.30563388 0.02272125 0.03610305
 0.34253667 0.32242651 0.301136   0.04277161 0.01777324 0.03978246
 0.33546627 0.33306231 0.31168062 0.29896656 0.00367249 0.05353106
 0.01101677 0.0439256  0.33843406 0.33027747 0.32450851 0.30505114
 0.29768074]"
star,2734.png,"[ 2.59076308e+01  4.30796634e+01  1.39329090e+02  1.00451815e+03
  3.01799116e+04 -6.40444625e+03 -3.74586892e+05]","[0.31830989 0.03327905 0.26208875 0.3462329  0.02117757 0.03728991
 0.2414521  0.32220757 0.35190346 0.04613938 0.01469999 0.04177559
 0.25431585 0.28775955 0.34375597 0.35278648 0.00948839 0.05128104
 0.00847882 0.04648658 0.26537789 0.27049251 0.31966714 0.3515982
 0.35232505]"
star,3673.png,"[ 2.10861266e-01  1.05414769e-04  5.56583973e-06  3.82605413e-06
 -1.49875346e-11  3.86263788e-08  9.33315075e-12]","[0.31830989 0.02671587 0.32162058 0.31646562 0.02855981 0.02611822
 0.30425143 0.32991038 0.31279415 0.01879533 0.03253253 0.02487193
 0.3044347  0.32141379 0.32797355 0.30983611 0.01368453 0.02919057
 0.03196715 0.02391419 0.30697312 0.31460264 0.32685625 0.32430244
 0.30748298]"
star,656.png,"[ 2.06222489e-01  9.48348878e-05  2.09005663e-05  3.11174061e-06
 -7.25638168e-13  8.50024998e-09  2.50843280e-11]","[0.31830989 0.03631634 0.31738098 0.31858639 0.0148239  0.04349966
 0.30365679 0.3267793  0.31622747 0.02988091 0.01817293 0.04858338
 0.29796253 0.32345705 0.32461816 0.31439819 0.01386494 0.04961749
 0.01475838 0.05344534 0.30942574 0.30757115 0.33112451 0.32023435
 0.31311787]"
star,2482.png,"[ 2.97718607e-01  4.44364678e-02  5.66961603e-03  1.11297155e-03
 -2.76111544e-06 -2.31576196e-04 -4.38890277e-07]","[0.31830989 0.01289222 0.34530453 0.30462193 0.01714201 0.0114776
 0.34724482 0.32096851 0.30023078 0.01488052 0.0161275  0.01057002
 0.34371212 0.33079581 0.31069945 0.29806545 0.00642544 0.0206355
 0.0133577  0.01021829 0.33798565 0.33735763 0.31812312 0.30562227
 0.29658353]"
star,90.png,"[2.08565414e-01 5.61600113e-05 2.76679696e-05 3.36868478e-07
 4.52531188e-13 1.65472114e-09 9.23528861e-13]","[0.31830989 0.02393694 0.33130766 0.31162289 0.03497367 0.02030708
 0.31773107 0.32899147 0.30697735 0.0200208  0.03695848 0.01709711
 0.31573927 0.32643165 0.32331277 0.30383829 0.02628795 0.02532134
 0.03643962 0.01455588 0.31266168 0.32552828 0.32476899 0.3186725
 0.30145501]"
star,1775.png,"[ 2.09488202e-01  9.53665026e-05  1.60796681e-05  6.01980044e-06
 -2.00179316e-11  2.51206970e-08 -5.57403791e-11]","[0.31830989 0.02498015 0.35444059 0.30005333 0.02283164 0.02575905
 0.35366819 0.32429031 0.29369473 0.01025219 0.03062228 0.02484736
 0.35087529 0.33447746 0.31111214 0.29038245 0.02125197 0.01468362
 0.03485262 0.02350157 0.3450978  0.3418525  0.31998615 0.30413292
 0.2881438 ]"
star,3739.png,"[ 2.10488160e-01  1.71487913e-04  1.87793555e-06  1.58784544e-06
 -2.72083997e-12  1.89724449e-08 -3.39238190e-13]","[0.31830989 0.02515515 0.32078958 0.31688121 0.03398894 0.0222361
 0.30136937 0.33114026 0.31300577 0.00535446 0.04394071 0.01796632
 0.30294234 0.32037089 0.3298261  0.30977389 0.02677204 0.01311567
 0.04845449 0.01377469 0.30645319 0.31268276 0.32749534 0.32614644
 0.3071825 ]"
star,1522.png,"[ 2.09876092e-01  4.88179503e-05  7.63210039e-05  7.20827238e-06
  4.90647692e-11 -8.37818945e-09  1.61794969e-10]","[0.31830989 0.0327429  0.34878914 0.30287752 0.02407939 0.03569519
 0.34579309 0.3248309  0.29708424 0.0206048  0.03039622 0.03680639
 0.34170865 0.33346647 0.31306594 0.29400222 0.01598575 0.0291577
 0.03237552 0.03749284 0.33521029 0.33956317 0.32088036 0.30668696
 0.29188429]"
star,3181.png,"[ 2.09653551e-01  2.50417782e-05  2.77635272e-05  4.15691816e-07
 -5.07403910e-13 -1.24183505e-09  1.31789026e-12]","[0.31830989 0.0250548  0.3007645  0.32689344 0.00950355 0.03025365
 0.29408429 0.31932138 0.32846562 0.01201387 0.01607107 0.03310435
 0.29885339 0.30753332 0.32606091 0.32841664 0.00188327 0.02064863
 0.01839203 0.03521924 0.29551602 0.30734547 0.31481722 0.32904208
 0.3277611 ]"
star,1452.png,"[ 2.09665989e-01  3.51894791e-05  4.84194291e-05  1.40970093e-07
  1.84502427e-13 -5.19248162e-10 -3.18752044e-13]","[0.31830989 0.03210552 0.33376339 0.31039506 0.03217037 0.03210249
 0.32714182 0.32476325 0.30650053 0.03232359 0.03208042 0.03214355
 0.32369837 0.32737788 0.31807017 0.30415607 0.01474316 0.04279158
 0.02856838 0.03270803 0.32154562 0.32732664 0.32263951 0.31356912
 0.3024496 ]"
